Genename	UniProtID	Length	Hk	genelength
O-fut1	Q9V6X7	402	0	1624
Dmel\CG15535	Q9VA82	118	0	897
Dmel\CG11828	Q9VAR7	458	0	2042
Saysd1	Q9VBW0	177	0	863
CG11945	Q9VCH2	515	1	17523
Sgsh	Q9VE24	524	0	1869
Dmel\CG14292	Q9VE26	168	0	722
EMC2B	Q9VEQ2	282	0	1544
Glys	Q9VFC8	709	1	5688
RpL10Aa	Q9VFE0	216	0	783
Ugt302C1	Q9VGT3	528	0	2646
Dmel\CG4073	Q9VGY0	293	0	1103
Dmel\CG18094	Q9VIV5	360	0	1417
Dmel\CG13280	Q9VJH7	473	0	19067
w-cup	Q9VKT4	409	0	1932
TBC1D16	Q9VKV6	702	0	2969
Dmel\CG3748	Q9VLC9	442	0	1945
LManVI	Q9VLH9	1007	0	3591
santa-maria	Q9VM10	563	0	5889
Fgop2	Q9VM65	315	1	2111
Dmel\CG14015	Q9VMQ2	483	0	2346
Dmel\CG14036	Q9VMU7	93	0	437
Dmel\CG11373	Q9VNK1	59	0	693
Spn77Bc	Q9VPH9	416	0	1685
Mis12	Q9VS01	181	0	1013
exex	Q9VSC2	525	0	3377
rhea	Q9VSL8	2836	0	29408
sunn	Q9VTM9	952	0	3668
CCDC151	Q9VTQ3	614	0	2162
ND-SGDH	Q9VTU2	186	1	1088
Wbp2	Q9VU19	384	0	3004
Tgi	Q9VU85	535	0	15695
Dmel\CG13731	Q9VVG2	792	0	5320
CG13380	Q9VVR0	169	0	17793
parvin	Q9VWD0	367	1	2417
CalpC	Q9VXH6	681	1	2760
Dmel\CG14974	Q9VZN5	126	0	599
Dmel\CG12093	Q9VZX8	380	1	1447
Dbx	Q9W064	741	0	12295
msd1	Q9W0G7	138	0	582
Dmel\CG12851	Q9W0X7	1081	0	7032
Pof	Q9W123	495	1	2180
RYBP	Q9W215	150	1	2625
Dmel\CG9344	Q9W2P5	79	1	544
Dmel\CG17982	Q9W3J6	301	1	1285
Prosbeta2R1	Q9W470	307	0	1204
Rpn13R	Q9W4E6	324	0	1087
Dmel\CG6978	Q9W4G7	479	0	1984
RpL38	Q9W5N2	70	1	1070
Uch-L5	Q9XZ61	324	1	1472
Pgant3	Q9Y117	667	1	4078
Dmel\CG32507	R9PY48	193	0	1070
Dmel\CG12885	A0A0B4KH42	864	0	13068
crc-5'utr	A0A1W5Q018	26	0	5167
Dmel\CG5768	A0A6H2EF03	397	0	4235
Dmel\CG46397	A0A6H2EJE4	65	0	605
Hsepi	A1Z6M8	614	0	3218
143303_at	A1Z758	330	0	1367
kappaTry	A1Z8J7	263	0	936
Dmel\CG34170	A8DZ13	62	0	352
Dmel\CG42238	B7YZX7	148	0	86644
Dmel\CG42263	B7Z085	162	0	1252
CT32596	L7S1A0	151	0	3979
Dap160	M9ND00	1190	0	7908
Pi4KIIIalpha	M9PDM4	2154	0	8868
Nop60B	O44081	508	1	11466
ssx	O76876	485	0	4677
Sodh1	O97479	360	0	2206
nod	P18105	666	0	4978
Cdk1	P23572	297	1	1523
tld	P25723	1067	0	3779
Calr	P29413	406	1	2160
Ets21C	P29776	475	0	7998
Ubc2	P52485	232	1	2996
Gr36a	P58955	391	0	1303
Or65b	P82983	406	0	1437
Lcp65Ae	P91942	99	0	535
gcl	Q01820	569	1	4741
Dmel\CG9380	Q0E8V8	850	1	71690
RpL29	Q24154	76	1	636
Vha68-2	Q27331	614	1	4285
Dmel\CG12964	Q29QW0	1129	0	11278
Ir62a	Q2MGM0	606	0	1820
BP1023	Q2PE11	271	0	2196
CG15018	Q6NLM7	311	0	1237
Desat1	Q7K4Y0	383	1	8016
Ret	Q7KT06	1235	0	16316
Dmel\CG12448	Q7KT67	352	0	1413
Fatp2	Q7KVJ6	714	0	6075
Dmel\CG32170	Q8I0S2	540	0	2063
Dmel\CG31601	Q8IMF0	726	0	3150
Dmel\CG14507	Q8IML0	373	0	1521
Miro	Q8IMX7	652	1	4485
wfs1	Q8IMZ9	853	1	2838
Dmel\CG31495	Q8ING5	341	0	1694
Dmel\CG12011	Q8SZ38	528	0	1795
BcDNA:AT30929	Q8T8S5	70	0	496
CG30291	Q95SK3	509	1	1821
PGRP-LC	Q9GNK5	520	1	9526
EG:BACR42I17.10	Q9V3C6	505	0	1883
mRpL50	Q9V3E3	189	1	853
Dmel\CG4691	Q9V3K5	262	0	1157
Or46a	Q9V3N2	384	0	2810
l(2)34Fd	Q9V3P2	721	0	2491
Cyp6t3	Q9V676	501	0	1754
Vha36-1	Q9V7D2	246	1	1063
Cad99C	Q9VAF5	1706	0	13042
Dmel\CG14515	Q9VAN1	168	0	1655
UQCR-14L	Q9VAW7	111	0	502
Tsp97E	Q9VB99	228	1	3753
Dmel\CG17781	Q9VC79	429	0	2205
Dmel\CG13842	Q9VCV8	772	0	3024
koko	Q9VE72	259	0	1700
CheA87a	Q9VFW3	183	0	698
Dmel\CG17187	Q9VGR0	299	0	1262
Dmel\CG11694	Q9VHT0	261	0	934
PIG-H	Q9VHX6	221	1	1232
Ref2	Q9VK76	220	0	35839
Ced-12	Q9VKB2	724	1	3001
Dmel\CG17005	Q9VLD1	608	0	2588
Sgp	Q9VLJ7	523	0	2119
baf	Q9VLU0	90	1	1103
Tep3	Q9VLY7	1469	0	7885
Pfdn1	Q9VMH8	126	1	759
Coq6	Q9VMQ5	477	1	1603
BcDNA:RH62365	Q9VMR9	101	0	904
CG11620	Q9VPK5	1655	0	9069
Prosbeta4R2	Q9VQE5	210	0	1708
HERC2	Q9VR91	4912	1	17852
Tnpo	Q9VRV8	893	0	6905
Dmel\CG10064	Q9VS00	742	0	2637
ldbr	Q9VSD7	534	0	1788
Uxs	Q9VSE8	441	1	2446
GstO1	Q9VSL6	254	0	1124
UGP	Q9VSW1	520	0	8068
Dmel\CG4080	Q9VSX7	617	1	12400
Dmel\CG18628	Q9VTA5	63	0	396
dokb	Q9VU75	243	1	1510
anon-WO0153538.46	Q9VV11	79	0	636
Dmel\CG7728	Q9VVC9	1159	0	3734
SmydA-2	Q9VVV8	530	0	2267
Dmel\CG14095	Q9VVZ4	162	0	710
gogo	Q9VWA7	1272	0	26274
CCT6	Q9VXQ5	533	1	2323
wisp	Q9VYS4	1373	0	5977
HL1	Q9VZ99	117	0	353
Dmel\CG10339	Q9W1B3	603	0	2293
Idit	Q9W233	813	0	19756
Dmel\CG1958	Q9W3S0	231	0	979
rdo	X2J6K6	757	0	57866
Dmel\CG3726	X2JDV1	682	0	24755
wake	X4YX01	1648	0	44019
CG9898	A0A0B4JCV5	556	0	1751
heph	A0A0B4K6W9	898	0	168533
CG30459	A0A0B4K829	149	0	1525
Jhbp2	A0A0B4KF22	254	0	4352
65K	A0A0B4LGA2	407	1	1489
CG11935	A0A4D6K2Q0	349	0	4474
ddbt	A2VEN4	117	0	705
Drep2	A8DY77	549	0	10965
UQCR-11	A8Y535	85	0	5462
kar	C8VV48	612	1	7181
CG42830-RA	F3YD83	187	0	719
chrX_5747778_5748511.0	M9NEW7	192	0	703
SoxN	M9PCZ7	761	0	4025
Meics	O96395	583	0	2044
LanB2	P15215	1639	1	9066
mt:ND3	P18930	117	0	353
ng4	P40141	57	0	266
E(z)	P42124	760	1	3555
Taf4	P47825	921	1	8439
Dmel\CG5938	Q0KI06	168	1	2624
CG18479	Q0KI81	1429	1	17825
Sema2a	Q24323	724	0	33281
anon-SAGE:Wang-129	Q29QL9	202	0	669
Dmel\CG30383	Q4V4T8	254	0	1198
Dmel\CG5726	Q7JRH5	766	1	4942
CT31033	Q7JXU8	378	0	2965
Ttd14	Q7K556	475	1	10160
Mad1	Q7KND8	730	1	2608
CG17896	Q7KW39	520	1	2708
Dmel\CG33177	Q86B54	167	0	1002
CG5340	Q86B82	322	0	1228
ppk10	Q86LH1	485	0	2262
Dmel\CG5746	Q8IGI0	480	1	4896
Muc96D	Q8IMS9	881	0	2857
anon-WO0140519.32	Q8IPJ1	207	0	1482
CG13382	Q8IQS7	520	0	2242
Dmel\CG32214	Q8IQU8	116	0	814
Dmel\CG4324	Q8SYM5	478	0	2281
ABCG1	Q8T9E6	766	1	18088
PAN3	Q95RR8	790	1	19273
spt4	Q9TVQ5	116	1	583
Fadd	Q9V3B4	239	0	1162
cyp33	Q9V3G3	300	1	1178
Sec13	Q9V3J4	356	0	2253
Cpr35B	Q9V3P9	218	0	874
yuri	Q9V435	890	0	7425
Nup154	Q9V463	1365	0	6101
Smurf	Q9V853	1061	1	11670
Rnb	Q9VAH2	975	0	3657
ppk15	Q9VBF6	483	0	1747
Dmel\CG4956	Q9VBM4	302	0	1037
Dmel\CG31370	Q9VBS8	396	0	1522
Dmel\CG6800	Q9VD82	302	0	1075
cdi	Q9VE06	1213	1	49388
Polr1E	Q9VE94	384	1	1533
Dmel\CG14325	Q9VEH4	460	0	1885
Ttc1	Q9VEV3	263	1	1164
Dip-B	Q9VFQ9	508	1	3388
Rbp4	Q9VFT3	428	0	1838
wntD	Q9VFX1	309	0	1146
Dmel\CG10029	Q9VI96	410	0	1483
Mcm10	Q9VIE6	776	0	2879
vls	Q9VIP8	367	1	1418
CadN2	Q9VJB6	1799	0	88276
Dmel\CG16852	Q9VJX2	237	0	895
Dmel\CG6583	Q9VKA1	154	1	1382
Wdfy2	Q9VKW1	408	1	2191
Spn31A	Q9VL44	382	0	3109
Dmel\CG13127	Q9VL47	734	0	2622
CG13096	Q9VLK2	681	1	2797
Phf5a	Q9VMC8	111	1	688
mid	Q9VMR2	580	0	5971
mRpL24	Q9VMY1	247	1	1105
Dmel\CG14570	Q9VNZ2	228	0	779
Rab26	Q9VP48	388	0	16253
Dmac2	Q9VPC1	284	1	1364
Dmel\CG3515	Q9VQD1	395	0	1680
Dmel\CG3285	Q9VQP1	466	0	1948
fipi	Q9VR25	450	0	59452
Cyp6t1	Q9VRI9	529	0	1784
Dmel\CG8607	Q9VS44	275	0	1143
carboxypeptidase	Q9VS67	427	0	1601
Ufsp2	Q9VUR0	607	1	2104
IMP	Q9VUW3	284	0	1480
Dmel\CG7406	Q9VWM5	168	0	872
Mco4	Q9VX11	645	0	3171
corolla	Q9VX37	554	0	2256
Dmel\CG8944	Q9VXQ6	762	0	4888
Dmel\CG14949	Q9VZZ2	208	0	1240
mRpL23	Q9W021	150	1	860
Atf-2	Q9W0Z5	536	1	4530
Dmel\CG13545	Q9W1U0	98	0	608
Loxl2	Q9W2C9	511	0	1957
bisc	Q9W2H1	178	1	1164
Dmel\CG2124	Q9W2T3	629	0	3047
BcDNA:AT26906	Q9W2T5	169	0	749
Dmel\CG1575	Q9W3K4	637	0	2118
Dmel\CG6041	Q9W454	308	0	2048
Phf7	Q9W5W9	520	0	5475
nwk	X2JAU8	1075	0	7833
coro	A0A0B4KEJ7	535	0	10717
Dmel\CG13160	A0A0B4KEL4	875	0	3487
Dmel\CG45087	A0A0B4LFN2	27	0	2649
Irk2	A0A0B4LHI9	454	0	5828
pre-mod(mdg4)-N	A0A126GUY7	177	0	2657
Dmel\CG34161	A1A6Q5	125	0	745
CheB53b	A1ZAG6	204	0	725
Syn2	A1ZAH3	519	0	6228
Dmel\CG13872	A1ZBQ7	613	0	2084
I-2	A8JNP7	310	0	2438
CG13353	B7YZH0	145	0	647
Dmel\CG1529	B7Z152	512	0	3298
Sfp26Ac	C0PV13	84	0	424
CG42460-RA	C9QNZ6	79	0	614
Den1	E1JH43	249	0	1747
anon-EST:Posey105	E1JHT4	496	0	3118
lincRNA.174	M9NF77	39	0	658
MESR6	M9PI97	484	0	2090
how	O01367	405	1	37130
Lamtor5	O96824	100	1	1082
Kaz1-ORFB	O97042	115	0	1433
mt:CoI	P00399	511	0	1535
ftz	P02835	410	0	1920
SP	P05623	55	0	-
alphaTub85E	P06604	449	0	2029
Hrb98DE	P07909	365	1	5943
Acbp2	P42281	86	1	1600
dia	P48608	1091	1	9909
Rb97D	Q02926	471	1	3613
Dmel\CG31861	Q059A6	162	0	838
Tao	Q0KHQ5	1039	1	10079
Whamy	Q0KI93	630	0	2624
ec	Q1W9P9	1765	0	45923
Obp56i	Q4V3N1	140	0	3997
AAF46801	Q4V4U2	288	0	1252
Dmel\CG11123	Q7JX95	665	1	2179
Ctr9	Q7K0X3	1150	1	4581
rk	Q7KTA0	1360	0	18505
mei-217	Q86B50	279	0	6412
pal	Q8IPE5	121	0	833
5-HT2A	Q8IPN2	930	0	20434
825-Oak	Q8IQU7	129	0	572
Awh	Q8IRC7	275	0	15486
Cht12	Q8MLW8	470	0	1808
Rhau	Q8SWT2	942	1	3406
Dmel\CG18467	Q8SZN4	237	0	2186
Nep4	Q8T062	1040	0	7337
Dmel\CG17490	Q95RQ7	707	0	2929
Tre1	Q9NDM2	392	1	6147
Dmel\CG3706	Q9V3E0	444	0	1544
Or49b	Q9V6H2	375	0	2039
Dmel\CG1971	Q9V9T0	263	0	1301
Dmel\CG1638	Q9V9W5	443	0	1735
to	Q9VBV3	249	0	1488
Lsd-1	Q9VCI3	431	1	2805
Dmel\CG7333	Q9VDW0	541	0	1994
unc79	Q9VDY5	3028	0	15366
Dmel\CG14907	Q9VER7	308	0	1102
Dmel\CG14355	Q9VFM5	1024	0	3432
scpr-A	Q9VGQ3	264	0	937
pths	Q9VIF6	507	1	1917
Oseg5	Q9VII8	775	0	2991
l(2)37Cb	Q9VIZ3	894	0	2978
CSN1a	Q9VJR9	364	0	1300
l(2)gd1	Q9VKJ9	816	1	3908
Dmel\CG9582	Q9VLF1	300	0	7516
Dmel\CG9175	Q9VMH4	445	1	2268
SelT	Q9VMV6	198	1	1205
Dph4	Q9VNE8	183	0	2006
Dmel\CG14566	Q9VNY7	166	0	830
Rbbp5	Q9VPH8	489	0	2206
Dmel\CG15461	Q9VRA5	58	0	408
Dmel\CG15449	Q9VRD7	131	0	1091
Dmel\CG1724	Q9VRF6	185	0	842
Lkr	Q9VRM0	542	0	16920
Rexo5	Q9VRX7	681	1	5055
Rsph3	Q9VRY7	659	0	6617
RpL18	Q9VS34	188	1	1148
Exo70	Q9VSJ8	693	0	4059
DmRH27	Q9VTC1	791	1	2722
Ube3a	Q9VTH1	973	1	4161
JMJD7	Q9VU77	316	0	1096
sff	Q9VUV4	861	0	24705
Gabat	Q9VW68	486	1	2972
Dmel\CG12708	Q9VXS3	405	0	2261
Dm	Q9VY02	633	0	2031
mamo	Q9VY72	1553	0	144411
CG12726	Q9VYC9	267	0	1129
Dmel\CG2577	Q9VYN5	344	0	1330
eIF1	Q9VZS3	110	1	1309
Dmel\CG12035	Q9W098	300	0	1257
RpL23A	Q9W0A8	277	1	2366
DmP29	Q9W0X3	263	1	1177
Dmel\CG16787	Q9W1F2	253	1	1070
pepCG2111	Q9W2S7	931	0	2991
CG10958	Q9W3J8	743	0	2682
Shmt	Q9W457	537	0	3730
BcDNA:LP07417	Q9W5E7	114	1	498
Dmel\CG45012	X2J7Z6	65	0	266
Dmel\CG45154	X2JGC6	89	0	760
CG	A0A0B4KG01	716	0	35364
Dmel\CG45092	A0A0B4LEQ5	165	0	16197
Dmel\CG46059	A0A0S0WGU5	47	0	694
toy	A0A6H2EG63	655	0	18197
Dmel\CG46435	A0A6M3QGN8	33	0	2183
Dmel\CG33475	A1Z887	147	0	443
GLaz	A1Z991	212	1	4073
Opa1	A1Z9N0	972	0	4838
lbk	A1ZAB1	1252	1	19396
Dmel\CG15126	A1ZBP6	53	0	280
NEST:bs34b09	A2VEH6	71	0	571
Dmel\CG34454	A8JNG6	133	0	669
ArfGAP3	A8JNX0	553	0	3264
Sfp23F	B4ZJ89	78	0	389
Dmel\CG9449	B7Z080	404	1	5670
Dmel\CG42656	C0PV67	52	0	310
nw	C3KGN2	491	0	6291
Ppcs	E2QD26	373	0	8856
Dmel\CG31689	M9PBX3	624	0	14156
l(3)72Dn	M9PFG1	699	0	2611
Sec22	M9PGI6	213	0	2124
Ccdc56	P0DKM0	87	0	1591
RpS26	P13008	114	1	1942
Cys	P23779	126	1	541
ndl	P98159	2616	0	9428
SmB	Q05856	199	1	1144
Dmel\CG30120	Q1WWC1	479	0	2872
gcm	Q27403	504	0	2247
Dmel\CG33771	Q4ABH5	178	0	592
GstE10	Q4V6J1	240	0	1881
puml	Q5U191	454	1	2982
Meltrin	Q6QU65	1407	1	32385
BcDNA:AT16918	Q7JRQ4	109	0	604
CG7137	Q7K2B0	358	1	1269
Mvk	Q7K2V9	390	0	1975
SmydA-1	Q7K561	513	1	2288
Dmel\CG17207	Q7KSM4	220	0	1322
CG12982	Q7KTX4	1062	0	3888
Dmel\CG3632	Q7YU03	1250	1	6637
NimC2	Q86BL2	701	0	3143
Mat89Ba	Q8IH00	1193	0	4086
Grl36a	Q8INZ1	410	0	1716
Ca-Ma2d	Q8IP22	1215	1	10052
Slip1	Q8MR31	767	1	6263
lawc	Q8SXG2	73	0	3650
lark	Q94901	352	1	2627
daed	Q95TS8	279	0	1339
apolpp	Q9V496	3351	1	16304
Uba3	Q9V6U8	450	1	1480
Dmel\CG15533	Q9VA78	692	0	2542
Atg14	Q9VAP6	503	1	1999
CG11837	Q9VAQ5	306	0	1228
niki	Q9VC32	841	0	3247
CG6328	Q9VD89	460	0	47357
Dmel\CG4459	Q9VDR9	632	0	2322
Dmel\CG6195	Q9VDV2	363	1	1480
Alg1	Q9VEE9	446	1	1733
Der-2	Q9VEU2	261	1	1529
Dmel\CG4570	Q9VGV7	275	0	1259
Dmel\CG10631	Q9VIS5	3781	1	14087
Grip71	Q9VJ57	646	0	2451
spz4	Q9VKG9	597	0	6934
salr	Q9VKH3	1267	0	14763
BcDNA:RE28280	Q9VKR9	127	0	537
Dmel\CG17105	Q9VKS3	103	0	745
gcm2	Q9VLA2	606	0	4144
Vps37B	Q9VN88	214	1	1368
Als2	Q9VNZ8	1486	1	5361
Nhe1	Q9VPJ1	649	1	2770
Pus10	Q9VPK7	500	0	1766
Ent1	Q9VPP0	476	1	2309
Dmel\CG31937	Q9VQ39	321	1	1183
ine	Q9VR07	943	0	9022
CT3673	Q9VR83	425	0	28357
BEST:CK00496	Q9VRP2	391	1	3739
fan	Q9VSD3	218	0	911
twy	Q9VTN6	928	0	3071
Tsf2	Q9VTZ5	819	1	3288
BcDNA:RE61257	Q9VUA6	93	0	354
Ctps	Q9VUL1	627	0	15089
FucTA	Q9VUL9	503	0	7258
Adgf-B	Q9VVK4	520	0	1755
RpS10b	Q9VWG3	160	1	1775
CC9	Q9VXL5	514	0	3372
CG15914	Q9VXN0	377	0	1549
RpL37-1	Q9VXX8	93	1	1497
Dmel\CG14410	Q9VY14	201	0	605
Cyp28c1	Q9VYT8	505	0	1895
Faa	Q9VZI8	417	0	1922
Dmel\CG13884	Q9W0Q8	163	0	773
Dmel\CG11269	Q9W286	107	0	400
Gr58c	Q9W2B2	412	0	1295
Hmg-2	Q9W2K8	376	0	1405
GIIIspla2	Q9W3I8	217	1	1720
Dmel\CG15465	Q9W4E5	422	0	169105
Hgsnat	Q9W4F7	576	1	2918
VhaAC39-1	Q9W4P5	350	1	2219
eIF3g1	Q9W4X7	269	1	1089
Pop2	X2JCC3	361	0	4517
Graf	X2JDY8	1025	1	9059
CG12901	A0A0B4JCS8	97	0	629
pre-mod(mdg4)-U	A0A0B4JDB4	83	0	4640
Sec23	A0A0B4K5Z8	781	0	3564
Dmel\CG43290	A0A0B4K6B2	122	0	703
pyd	A0A0B4K6Y7	2395	0	104828
koi	A0A0B4KEE4	965	0	7180
Kpc2	A0A0B4KFW5	561	0	2859
Dmel\CG43829	A0A0B4KG18	72	0	509
Dmel\CG44257	A0A0B4LH88	48	0	543
Dmel\CG34307	A1A711	190	0	837
FANCI	A1Z7L1	1481	0	5213
Sr-CII	A1Z8V0	599	0	3262
Dmel\CG33752	A1Z922	185	0	612
Fatp1	E1JHE4	746	0	6546
Dmel\CG42455	E1JI98	78	0	1711
CG42814-RA	F3YD80	237	1	795
Dmel\CG43120	M9NDR1	286	0	1386
BuGZ	M9PBC6	622	0	10299
gd	O62589	531	0	2610
Top3beta	O96651	875	1	3852
mt:Cyt-b	P18935	378	0	1136
slp2	P32031	451	0	2345
LysX	P37161	142	0	563
Pu	P48596	324	1	7293
primo-1	P82890	155	1	1818
step	Q0E8N2	727	0	17425
phr6-4	Q0E8P0	540	0	2440
fzy	Q24044	526	0	2141
Cdc37	Q24276	389	1	1915
Eig71Ed	Q27241	99	0	559
CG4622	Q2PE14	553	1	22926
CheB42a	Q3ZAK6	198	0	802
Dmel\CG33689	Q4ABJ1	178	0	697
Dmel\CG13171	Q4QPW4	106	0	385
Dmel\CG42579	Q6II41	99	0	412
UbcE2H	Q7JW03	183	1	6520
nec	Q7JWX3	476	0	1764
Tsp42En	Q7JYY8	218	0	1652
Dmel\CG11808	Q7K1H5	219	0	863
nopo	Q7K2X1	435	0	2023
Hacl	Q7K3B7	568	1	2636
nito	Q7KMJ6	793	1	7342
Pabp2	Q7KNF2	224	1	2943
Skp2	Q7YZ95	559	0	2795
mRpL27	Q86BM8	138	1	1043
CG2164	Q8IMJ2	905	0	3116
Dmel\CG31862	Q8IP88	182	0	629
LUBEL	Q8IPJ3	2892	0	12926
Dmel\CG32440	Q8IPT5	85	0	1050
BcDNA:RH61042	Q8IQ94	88	0	-
CG8020	Q8IQX0	347	0	3190
Dmel\CG9663	Q8MRL3	808	1	8204
Kaz	Q8MSB1	394	1	1680
U3-55K	Q8MSW9	484	0	1913
fok	Q8MYU0	129	1	5800
Mterf4	Q8SXK0	275	0	984
Rcd2	Q8SXY5	452	0	12445
Rsph9	Q8T3V7	281	0	984
CycB3	Q9I7I0	575	0	2882
Dmel\CG12883	Q9VB09	157	0	1045
Vps2	Q9VBI3	256	1	1307
loco	Q9VCX1	1541	1	19419
lsn	Q9VD72	254	1	1070
eIF3g2	Q9VDM6	273	0	978
SP149	Q9VGC0	275	0	1028
Dmel\CG4596	Q9VGV1	425	0	2544
ATP6AP2	Q9VHG4	320	1	1952
grnd	Q9VJ83	241	0	2604
lft	Q9VKY1	268	1	1939
Dmel\CG13116	Q9VL94	209	0	1005
Acbp1	Q9VLS4	90	1	656
Dmel\CG13983	Q9VMF9	253	0	933
Dmel\CG14013	Q9VMP6	241	0	1007
Hpr1	Q9VNI8	701	1	2646
MED1	Q9VP05	1475	1	6121
CRIF	Q9VP13	232	1	839
Dmel\CG4887	Q9VPY4	1004	1	4580
Dmel\CG7295	Q9VQ51	305	0	1229
Atxn7	Q9VQB6	971	1	4665
bowl	Q9VQU9	744	1	12421
Dmel\CG15425	Q9VQX8	205	0	853
vnc	Q9VT75	196	0	1711
Sf3a2	Q9VU15	264	1	991
anon-WO0140519.236	Q9VU26	539	0	1961
Hml	Q9VU94	3843	0	13947
dsx-c73A	Q9VV62	852	0	29163
Trmt2a	Q9VVV7	615	0	2733
Dmel\CG14086	Q9VVY1	212	0	4128
Dmel\CG15721	Q9VYH8	894	0	3256
Vago	Q9VZ35	160	0	929
FMRFaR	Q9VZW5	549	0	10144
bab2	Q9W0K4	1067	1	36847
CG15303	Q9W2V2	804	0	44504
RabX2	Q9W2V3	195	0	790
orion	Q9W3M4	664	1	5430
wuho	Q9W415	424	1	1462
EG:BACR43E12.4	Q9W4V2	229	0	3464
mRpL14	Q9W4Z2	161	1	652
TRAM	Q9W5C2	368	1	2590
Dmel\CG44869	X2J683	76	0	432
fred	A0A023GPK8	1447	0	88785
CG5302	A0A0B4K7A9	279	0	1013
Dmel\CG10209	A0A0B4KEQ7	530	0	2302
Dmel\CG11626	A0A6H2EEF7	486	0	2392
Dmel\CG46433	A0A6M3Q891	68	0	2970
Dmel\CG8229	A1Z7L6	335	0	2973
metro	A1Z8G0	595	0	6058
Fis1	B7YZT2	154	1	1247
Skadu	C0P8M9	133	0	724
Dmel\CG42507	E1JI01	318	0	10033
unc-13	H9XVP2	3186	0	44507
Wdr62	M9PB01	2397	0	59667
Ir31a	M9PCT4	648	0	2632
Dscam4	M9PHS6	1935	1	43751
JTBR	O96067	152	1	848
CycC	P25008	267	1	1201
Wnt2	P28465	352	0	9022
betaCOP	P45437	964	0	3693
Mvl	P49283	596	1	9417
Gr39b	P58960	369	0	1798
Dgk	Q01583	1211	1	51170
Pgk	Q01604	415	1	6188
mei-S332	Q24141	401	0	2465
Dmel\CG33645	Q4ABF6	189	0	630
CCHa2-R	Q4V622	489	0	17731
zyd	Q5LJX8	542	0	12652
Acp53C14b	Q6GUR9	132	0	645
Dmel\CG1671	Q7JQT9	787	0	2581
l(2)k04810	Q7JYZ0	161	1	2449
CNT2	Q7K4A1	603	0	3653
Hmgs	Q7K4Q9	465	1	5152
jing	Q7KHG2	1486	0	119786
Chsy	Q7KUZ9	832	1	8245
eIF4B	Q7PLL3	459	1	15602
CCAP-R	Q868T3	495	0	32771
Ptr	Q86P36	1169	0	14572
LSm3	Q8IMX8	103	1	755
Hsp70Ba	Q8INI8	641	0	2346
Dmel\CG32523	Q8IQ51	262	0	957
Dmel\CG14837	Q8IQ88	760	0	4257
Dmel\CG32642	Q8IR75	373	0	1570
Dmel\CG32712	Q8IRN4	183	0	722
Dmel\CG32181	Q8MSM7	570	0	3207
BcDNA:RE44624	Q8MYY7	121	1	907
Dmel\CG11790	Q8SWX6	302	0	1749
CG11005	Q8SX57	257	1	1129
BcDNA:GH07269	Q8T0P4	351	0	2014
Cog4	Q95TN4	776	1	3084
PH4alphaNE3	Q961I8	481	0	1963
beat-IIa	Q9BMG9	431	0	46115
PR72	Q9I7J1	888	0	8049
Lztr1	Q9V410	975	1	4693
dnt	Q9V422	584	0	24558
Nep7	Q9VAY0	717	0	2409
Dmel\CG5880	Q9VB73	381	0	1787
shps	Q9VCA1	477	0	2004
SMC1	Q9VCD8	1238	1	4528
Mettl3	Q9VCE6	608	0	2100
Gclm	Q9VCW6	285	1	1504
TyrR	Q9VEG1	631	0	13059
c(3)G	Q9VF37	744	0	3106
CT39356	Q9VG88	230	0	1606
Dmel\CG3942	Q9VGB2	739	0	2405
Dmel\CG6254	Q9VH18	634	0	2187
Ugt37A1	Q9VIM9	522	0	1695
Dmel\CG12617	Q9VIN5	96	0	1111
ProtB	Q9VJR1	144	0	1620
Dmel\CG5439	Q9VK31	520	1	1828
cmet	Q9VKI0	2189	0	7976
dpr19	Q9VKX8	385	0	3737
Rbsn-5	Q9VLS5	505	1	1968
Dlat	Q9VM14	512	0	3463
Dmel\CG4497	Q9VM36	506	1	4157
anon-f	Q9VNL6	730	0	2826
BBS8	Q9VPP9	549	0	2448
Dmel\CG13667	Q9VSJ5	582	1	1900
Dmel\CG3868	Q9VUE4	349	0	1956
cg17026	Q9VUW1	284	0	1060
nxf2	Q9VV73	841	0	3447
RhoGDI	Q9VW59	201	1	4187
Dmel\CG12237	Q9VWF0	306	1	1678
ND-24	Q9VX36	242	1	1420
SP99	Q9VXC9	251	0	1018
disco-r	Q9VXJ5	1311	0	30910
Evi5	Q9VYY9	807	1	23863
PolD2	Q9W088	431	0	1386
Dmel\CG13581	Q9W161	208	0	836
mr	Q9W1E5	802	1	2977
CT14230	Q9W2C5	199	0	817
c11.1	Q9W350	1742	1	7799
Dmel\CG12661	Q9W3A7	131	0	799
Upf2	Q9W3L1	1241	1	5222
Ir7g	Q9W3P0	607	0	2316
Dmel\CG5937	Q9W444	2051	0	10376
Dmel\CG2871	Q9W4G9	408	0	1391
Dmel\CG14630	Q9W5B5	406	0	1669
pic	Q9XYZ5	1140	1	4480
CG3149	Q9Y123	556	1	2260
Dmel\CG18545	V9HVU8	199	0	719
Dmel\CG45490	X2JEG4	92	0	753
BEST:GH01256	A0A0B4KEY8	112	0	7966
COX7CL	A0A0B4LF36	76	0	526
Dmel\CG45095	A0A0B4LHM2	346	0	1064
Dmel\CG13155	A1Z8Y4	236	0	812
Dmel\CG15128	A1ZBP5	580	0	2464
